Native Status,Physiognomy,MN DNR Official Name,Common Name,Emerging (New) Taxonomy,Gleason & Cronquist Synonym
U,H,Veronica serpyllifolia,thyme-leaved speedwell,,"Veronica serpyllifolia, Veronica serpyllifolia var. humifusa, Veronica serpyllifolia var. serpyllifolia"
N,H,Veronicastrum virginicum,Culver's root,,Veronicastrum virginicum
I,H,Veronica verna,spring speedwell,,Veronica verna
N,D,Viburnum edule,squashberry,,Viburnum edule
N,D,Viburnum lentago,nannyberry,,Viburnum lentago
U,D,Viburnum opulus,European cranberrybush,"Viburnum opulus s.s., Viburnum trilobum",Viburnum opulus s.l.
N,D,Viburnum opulus var. americanum,American high-bush cranberry,Viburnum trilobum,Viburnum opulus var. americanum
I,D,Viburnum opulus var. opulus,European cranberrybush,Viburnum opulus s.s.,Viburnum opulus var. opulus
N,D,Viburnum rafinesquianum,downy arrowwood,,Viburnum rafinesquianum
N,D,Viburnum rafinesquianum var. affine,downy arrowwood,,Viburnum rafinesquianum var. affine
N,D,Viburnum rafinesquianum var. rafinesquianum,downy arrowwood,,Viburnum rafinesquianum var. rafinesquianum
N,H,Vicia americana,American vetch,,Vicia americana
N,H,Vicia americana var. americana,American vetch,,Vicia americana var. americana
N,H,Vicia americana var. minor,American vetch,,Vicia americana var. minor
I,H,Vicia cracca,tufted vetch,,Vicia cracca
I,H,Vicia sativa,spring vetch,,Vicia sativa
I,H,Vicia sativa var. angustifolia,narrow-leaved vetch,,Vicia angustifolia
I,H,Vicia sativa var. sativa,common vetch,,
I,H,Vicia villosa,hairy vetch,,Vicia villosa
I,H,Vinca minor,common periwinkle,,Vinca minor
N,H,Viola adunca var. adunca,sand violet,Viola adunca,Viola adunca s.l.
N,H,Viola affinis,Leconte's violet,Viola affinis,Viola sororia s.l.
N,H,Viola blanda,sweet white violet,Viola incognita,Viola blanda
N,H,Viola canadensis var. rugulosa,rugulose violet,Viola rugulosa,Viola canadensis var. rugulosa
N,H,Viola communis,confederate violet,Viola communis,
N,H,Viola cucullata,marsh blue violet,Viola cucullata,Viola cucullata
N,H,Viola epipsila subsp. repens,dwarf marsh violet,Viola suecica,
N,H,Viola labradorica,dog violet,Viola labradorica,Viola conspersa
N,H,Viola lanceolata,lance-leaved violet,Viola lanceolata,"Viola lanceolata, Viola lanceolata var. lanceolata"
N,H,Viola macloskeyi,small white violet,Viola minuscula,"Viola macloskeyi, Viola macloskeyi var. pallens"
N,H,Viola missouriensis,Missouri violet,Viola missouriensis,Viola sororia s.l.
N,H,Viola nephrophylla,northern bog violet,Viola nephrophylla,Viola nephrophylla
N,H,Viola novae-angliae,New England blue violet,Viola grisea,Viola novae-angliae
N,H,Viola nuttallii,yellow prairie violet,Viola nuttallii,Viola nuttallii
N,H,Viola pedata var. pedata,bird's foot violet,Viola pedata subsp. pedata,
N,H,Viola pedatifida,prairie violet,Viola pedatifida,"Viola palmata, Viola palmata var. pedatifida"
N,H,Viola pratincola,meadow violet,Viola pratincola,
N,H,Viola primulifolia var. primulifolia,primrose-leaved violet,,
N,H,Viola pubescens,yellow violet,Viola pubescens s.s.,Viola pubescens
N,H,Viola pubescens var. pubescens,downy yellow violet,,
N,H,Viola pubescens var. scabriuscula,smooth yellow violet,Viola eriocarpa,
N,H,Viola renifolia,kidney-leaved violet,Viola renifolia,Viola renifolia
N,H,Viola sagittata var. sagittata,arrow-leaved violet,Viola sagittata,
N,H,Viola selkirkii,great-spurred violet,Viola selkirkii,Viola selkirkii
N,H,Viola septentrionalis,northern blue violet (upper Midwest variant),Viola septentrionalis,
N,H,Viola sororia,common blue violet,Viola sororia s.s.,Viola sororia s.l.
I,H,Viola tricolor var. tricolor,pansy,Viola tricolor,
N,C,Vitis aestivalis,silverleaf grape,,"Vitis aestivalis, Vitis aestivalis var. argentifolia"
N,C,Vitis riparia,wild grape,,Vitis riparia
N,G,Vulpia octoflora,six-weeks fescue,,Vulpia octoflora
N,G,Vulpia octoflora var. glauca,eightweeks fescue,,Vulpia octoflora var. glauca
N,G,Vulpia octoflora var. octoflora,sixweeks fescue,,Vulpia octoflora var. octoflora
N,H,Waldsteinia fragarioides,barren strawberry,,"Waldsteinia fragarioides, Waldsteinia fragarioides var. fragarioides"
N,"F,H",Wolffia borealis,spotted watermeal,,Wolffia punctata
N,"F,H",Wolffia brasiliensis,pointed watermeal,,
N,"F,H",Wolffia columbiana,Columbian watermeal,,Wolffia columbiana
N,H,Woodsia alpina,alpine cliff fern,,Woodsia alpina
N,H,Woodsia glabella,smooth cliff fern,,Woodsia glabella
N,H,Woodsia ilvensis,rusty cliff fern,,Woodsia ilvensis
N,H,Woodsia obtusa subsp. obtusa,blunt-lobed cliff fern,,Woodsia obtusa
N,H,Woodsia oregana subsp. cathcartiana,Oregon cliff fern,,Woodsia oregana var. cathcartiana
N,H,Woodsia scopulina subsp. laurentiana,Laurentian cliff fern,,Woodsia scopulina
N,H,Woodsia xabbeae,Abbe's woodsia,,Woodsia xabbeae
N,H,Woodsia xgracilis,slender woodsia,,Woodsia xgracilis
N,H,Woodsia xmaxonii,Maxon's woodsia,,Woodsia xmaxonii
N,H,Xanthisma spinulosum var. spinulosum,cutleaf ironplant,,Haplopappus spinulosus
N,H,Xanthium strumarium,cocklebur,,"Xanthium strumarium, Xanthium strumarium var. canadense, Xanthium strumarium var. glabratum, Xanthium strumarium var. strumarium"
N,G,xElyhordeum macounii,Macoun's barley,,Elymus xmacounii
N,H,Xyris montana,montane yellow-eyed grass,,Xyris montana
N,H,Xyris torta,twisted yellow-eyed grass,,Xyris torta
N,"H,S",Zannichellia palustris,horned pondweed,,Zannichellia palustris
N,D,Zanthoxylum americanum,prickly ash,,Zanthoxylum americanum
N,H,Zigadenus elegans,white camas,,"Zigadenus elegans s.l., Zigadenus elegans var. elegans, Zigadenus elegans var. glaucus"
N,G,Zizania aquatica var. aquatica,southern wild rice,,Zizania aquatica var. aquatica
N,G,Zizania palustris,northern wild rice,,Zizania palustris
N,G,Zizania palustris var. interior,interior wild rice,,Zizania palustris var. interior
N,G,Zizania palustris var. palustris,northern wild rice,,Zizania palustris var. palustris
N,H,Zizia aptera var. aptera,heart-leaved alexanders,,Zizia aptera
N,H,Zizia aurea,golden alexanders,,Zizia aurea
